Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
4933,57,0,Travel Frequently,Software Development,31,Graduation,5,Female,181119,2,2,Support,3,Single,8,No,55,15,2,5,0,6,0.3125,-1,90559.5,0.5333333333333333,0.0,9,0,Supportive management,0.5,0.023797663451274688,2.379766345127469,Low Risk,53.361135237375436,Medium,2.379766345127469,50-60
4934,37,0,Travel Frequently,Software Development,22,Master's,5,Male,135115,5,7,Developer,4,Divorced,9,No,49,3,2,4,5,4,1.0,0,19302.14285714286,3.0,1.25,-1,0,Supportive management,0.5,0.01637369754160697,1.637369754160697,Low Risk,9.112477015440124,Low,1.637369754160697,30-40
4935,47,0,Travel Rarely,Data Science,20,Master's,3,Female,177231,5,3,Software Engineer,1,Single,10,No,93,15,4,0,0,2,0.0,-2,59077.0,0.6666666666666666,0.0,13,0,Career growth is good,0.7,0.00316947156697721,0.316947156697721,Low Risk,35.35004949824078,Low,0.316947156697721,40-50
4936,55,0,Travel Rarely,IT Services,15,PhD,4,Female,67613,4,1,Help Desk,2,Single,4,No,26,9,5,9,0,2,0.9,7,67613.0,0.4444444444444444,0.0,7,0,Good work life balance,0.7,0.00016367971615005597,0.016367971615005597,Low Risk,38.23818258322618,Low,0.016367971615005597,50-60
4937,20,0,No Travel,Data Science,25,Degree,4,Male,47279,2,8,Support,1,Married,10,No,2,8,3,2,10,2,0.2222222222222222,0,5909.875,1.25,5.0,6,0,Supportive management,0.5,0.5265939251089798,52.65939251089799,Medium Risk,79.88106926662904,High,52.65939251089799,18-30
4938,45,0,Travel Rarely,Software Development,46,Degree,5,Male,122690,4,3,IT,3,Single,10,No,73,0,5,0,2,2,0.0,-2,40896.666666666664,inf,inf,-2,0,Career growth is good,0.7,0.0006598806905659582,0.06598806905659582,Low Risk,29.42340965924528,Low,0.06598806905659582,40-50
4939,43,0,Travel Rarely,IT Services,1,Degree,3,Female,126754,5,1,QA Analyst,1,Married,7,No,80,19,2,10,3,0,0.5,10,126754.0,0.3684210526315789,0.3,19,0,Career growth is good,0.7,0.011168119030827138,1.116811903082714,Low Risk,35.49120210054401,Low,1.116811903082714,40-50
4940,47,0,Travel Rarely,Network Administration,17,PhD,3,Female,89983,4,3,Business Analyst,2,Divorced,5,No,60,17,1,1,8,6,0.05555555555555555,-5,29994.333333333332,0.29411764705882354,8.0,11,0,Good work life balance,0.7,0.026294529847886605,2.6294529847886605,Low Risk,38.69931523260976,Low,2.6294529847886605,40-50
4941,30,0,No Travel,Network Administration,16,Degree,2,Male,61491,3,3,Consultant,3,Single,10,No,85,19,2,7,1,3,0.35,4,20497.0,0.5263157894736842,0.14285714285714285,16,0,Good work life balance,0.7,0.006508482477351539,0.6508482477351539,Low Risk,41.29132616136503,Medium,0.6508482477351539,18-30
4942,30,0,Travel Rarely,Cyber Security,37,Graduation,1,Male,176836,5,3,Manager,3,Single,0,No,16,1,4,9,8,3,4.5,6,58945.333333333336,0.0,0.8888888888888888,-2,0,I am happy with my team,0.8,0.0008185167288654797,0.08185167288654797,Low Risk,17.66150323639174,Low,0.08185167288654797,18-30
4943,19,0,No Travel,Software Development,21,Degree,2,Female,86829,3,4,Support,3,Divorced,3,No,56,12,3,6,6,2,0.46153846153846156,4,21707.25,0.25,1.0,10,0,I am happy with my team,0.8,0.004428348640828693,0.4428348640828693,Low Risk,41.25461791719109,Medium,0.4428348640828693,18-30
4944,54,0,Travel Rarely,Network Administration,27,Master's,2,Male,147360,5,8,Help Desk,1,Single,3,No,92,12,5,4,1,3,0.3076923076923077,1,18420.0,0.25,0.25,9,0,I am happy with my team,0.8,0.018471066577566864,1.8471066577566864,Low Risk,35.620077645486475,Low,1.8471066577566864,50-60
4945,55,0,Travel Rarely,IT Services,35,Degree,2,Female,50594,3,3,Manager,4,Single,0,No,44,5,2,8,6,7,1.3333333333333333,1,16864.666666666668,0.0,0.75,-2,0,Supportive management,0.5,0.012269247477031994,1.2269247477031995,Low Risk,32.569457308418215,Low,1.2269247477031995,50-60
4946,19,0,Travel Rarely,Network Administration,24,Degree,1,Female,159597,3,2,Support,2,Single,7,Yes,35,17,2,10,7,5,0.5555555555555556,5,79798.5,0.4117647058823529,0.7,12,0,I am happy with my team,0.8,0.008672662177538953,0.8672662177538953,Low Risk,50.15304697960362,Medium,0.8672662177538953,18-30
4947,53,0,Travel Frequently,Data Science,2,Master's,3,Female,159874,5,5,HR,5,Single,7,No,29,18,2,7,8,7,0.3684210526315789,0,31974.8,0.3888888888888889,1.1428571428571428,11,0,Supportive management,0.5,0.006758316287545587,0.6758316287545587,Low Risk,0.11926440507433389,Low,0.6758316287545587,50-60
4948,43,0,Travel Rarely,Data Science,46,Degree,3,Male,174075,3,6,Manager,2,Single,6,Yes,95,4,3,5,1,1,1.0,4,29012.5,1.5,0.2,3,0,I am happy with my team,0.8,0.046951361233464516,4.695136123346452,Low Risk,50.82855343353173,Medium,4.695136123346452,40-50
4949,28,0,Travel Rarely,Data Science,25,Below College,4,Male,120148,2,6,QA Analyst,2,Single,1,No,23,3,1,5,1,2,1.25,3,20024.666666666668,0.3333333333333333,0.2,1,0,Good work life balance,0.7,0.010170108217263347,1.0170108217263347,Low Risk,61.94417838030465,Medium,1.0170108217263347,18-30
4950,25,0,Travel Rarely,Data Science,19,Master's,4,Female,142603,3,5,Technician,5,Married,6,Yes,1,12,3,0,9,6,0.0,-6,28520.6,0.5,inf,6,0,Career growth is good,0.7,0.0008969986585818659,0.0896998658581866,Low Risk,23.545241152798503,Low,0.0896998658581866,18-30
4951,61,0,Travel Rarely,Data Science,45,Degree,5,Female,42188,5,3,Software Engineer,2,Single,2,Yes,47,19,3,2,8,0,0.1,2,14062.666666666666,0.10526315789473684,4.0,19,0,Career growth is good,0.7,0.008920885650537506,0.8920885650537506,Low Risk,26.628015629127134,Low,0.8920885650537506,
4952,57,0,Travel Frequently,Cyber Security,13,PhD,5,Male,71602,2,4,Technician,3,Single,9,Yes,6,8,4,1,4,0,0.1111111111111111,1,17900.5,1.125,4.0,8,0,Good work life balance,0.7,0.027587486963878086,2.7587486963878085,Low Risk,53.42801447583314,Medium,2.7587486963878085,50-60
4953,60,0,Travel Rarely,Data Science,29,PhD,5,Female,188658,2,3,Manager,3,Divorced,10,No,75,5,3,8,10,8,1.3333333333333333,0,62886.0,2.0,1.25,-3,0,Good work life balance,0.7,0.0012240978051695037,0.12240978051695037,Low Risk,52.962778196561814,Medium,0.12240978051695037,50-60
4954,39,0,Travel Rarely,Cyber Security,32,Degree,4,Female,86004,2,8,Technician,1,Single,5,Yes,62,17,2,0,9,5,0.0,-5,10750.5,0.29411764705882354,inf,12,0,Good work life balance,0.7,0.1803554204966328,18.03554204966328,Low Risk,73.7709780087641,High,18.03554204966328,30-40
4955,37,0,Travel Rarely,Cyber Security,6,PhD,4,Female,132292,4,3,Software Engineer,5,Divorced,4,Yes,83,14,1,6,6,6,0.4,0,44097.333333333336,0.2857142857142857,1.0,8,0,Good work life balance,0.7,0.0004174682069979948,0.04174682069979948,Low Risk,11.772072968358788,Low,0.04174682069979948,30-40
4956,25,0,Travel Rarely,Network Administration,9,Graduation,2,Female,193029,2,1,Technician,3,Divorced,8,No,53,7,5,4,1,6,0.5,-2,193029.0,1.1428571428571428,0.25,1,0,I am happy with my team,0.8,0.018130116893057165,1.8130116893057164,Low Risk,53.26111970987748,Medium,1.8130116893057164,18-30
4957,46,0,No Travel,IT Services,1,Degree,3,Male,160593,4,6,Manager,5,Divorced,9,No,67,14,3,1,10,4,0.06666666666666667,-3,26765.5,0.6428571428571429,10.0,10,0,Supportive management,0.5,0.1576485477024129,15.764854770241291,Low Risk,14.546739077101403,Low,15.764854770241291,40-50
4958,57,0,Travel Rarely,Data Science,24,Below College,4,Female,143369,1,6,IT,3,Divorced,0,No,52,20,5,10,6,0,0.47619047619047616,10,23894.833333333332,0.0,0.6,20,0,Good work life balance,0.7,0.007285223066245236,0.7285223066245237,Low Risk,64.83444511293374,Medium,0.7285223066245237,50-60
4959,43,0,Travel Rarely,IT Services,10,Graduation,1,Male,185682,3,2,Help Desk,2,Married,4,Yes,65,6,4,1,0,4,0.14285714285714285,-3,92841.0,0.6666666666666666,0.0,2,0,Career growth is good,0.7,0.018773837720924186,1.8773837720924187,Low Risk,50.331303018604544,Medium,1.8773837720924187,40-50
4960,47,1,Travel Rarely,Software Development,35,Master's,2,Male,179382,4,6,Business Analyst,5,Married,10,No,37,11,1,5,7,5,0.4166666666666667,0,29897.0,0.9090909090909091,1.4,6,0,Salary is low,0.0,0.8866891501692772,88.66891501692771,High Risk,27.41216147357548,Low,88.66891501692771,40-50
4961,34,0,Travel Frequently,Cyber Security,6,Master's,1,Female,69399,5,1,Developer,3,Single,8,No,29,13,4,6,6,0,0.42857142857142855,6,69399.0,0.6153846153846154,1.0,13,0,Career growth is good,0.7,0.012018342205681124,1.2018342205681125,Low Risk,17.859147215394376,Low,1.2018342205681125,30-40
4962,37,0,Travel Rarely,Software Development,48,Degree,1,Female,111708,2,6,Developer,4,Divorced,0,No,3,20,5,1,7,6,0.047619047619047616,-5,18618.0,0.0,7.0,14,0,Good work life balance,0.7,0.13876074467103358,13.876074467103358,Low Risk,46.56636608243,Medium,13.876074467103358,30-40
4963,33,0,Travel Rarely,Cyber Security,20,Graduation,3,Male,77928,5,8,Technician,5,Married,10,No,19,13,1,8,6,4,0.5714285714285714,4,9741.0,0.7692307692307693,0.75,9,0,Career growth is good,0.7,0.021272592480504754,2.1272592480504753,Low Risk,0.3753986908324368,Low,2.1272592480504753,30-40
4964,63,0,Travel Frequently,Data Science,38,Degree,1,Male,113679,2,5,QA Analyst,5,Married,9,No,88,6,1,5,4,0,0.7142857142857143,5,22735.8,1.5,0.8,6,0,I am happy with my team,0.8,0.8294634121769312,82.94634121769312,High Risk,49.93170727371054,Medium,82.94634121769312,
4965,60,1,Travel Frequently,Software Development,12,Master's,1,Female,32676,5,6,Software Engineer,4,Married,6,Yes,57,17,3,10,9,5,0.5555555555555556,5,5446.0,0.35294117647058826,0.9,12,0,Salary is low,0.0,0.9380461562604648,93.80461562604648,High Risk,25.377285110478788,Low,93.80461562604648,50-60
4966,24,0,Travel Rarely,Network Administration,3,Graduation,1,Female,147653,3,4,Developer,5,Single,9,No,36,19,3,7,10,2,0.35,5,36913.25,0.47368421052631576,1.4285714285714286,17,0,Good work life balance,0.7,0.005541753681821621,0.5541753681821621,Low Risk,23.6272074179145,Low,0.5541753681821621,18-30
4967,33,0,Travel Rarely,Software Development,18,Graduation,1,Female,58485,3,1,Business Analyst,1,Single,3,Yes,93,6,2,3,8,5,0.42857142857142855,-2,58485.0,0.5,2.6666666666666665,1,0,Supportive management,0.5,0.13123252615915706,13.123252615915707,Low Risk,61.13939752045572,Medium,13.123252615915707,30-40
4968,62,1,Travel Rarely,Cyber Security,21,Master's,2,Female,155588,1,2,Technician,2,Married,10,Yes,98,13,3,5,5,3,0.35714285714285715,2,77794.0,0.7692307692307693,1.0,10,0,High stress workload,0.16,0.9553308814852149,95.5330881485215,High Risk,90.38819202620968,High,95.5330881485215,
4969,44,0,Travel Frequently,Cyber Security,35,PhD,2,Male,96918,5,2,Help Desk,2,Single,10,Yes,73,6,3,1,4,1,0.14285714285714285,0,48459.0,1.6666666666666667,4.0,5,0,Supportive management,0.5,0.3042667812044043,30.42667812044043,Low Risk,31.840002021254193,Low,30.42667812044043,40-50
4970,40,1,No Travel,IT Services,37,Below College,3,Male,121696,1,2,QA Analyst,3,Divorced,7,No,12,10,3,2,9,6,0.18181818181818182,-4,60848.0,0.7,4.5,4,0,No promotion opportunities,0.0,0.8645016047933203,86.45016047933203,High Risk,79.96179302576448,High,86.45016047933203,30-40
4971,41,0,Travel Rarely,Software Development,19,Master's,3,Male,172382,5,5,HR,1,Single,6,No,3,4,4,6,2,3,1.2,3,34476.4,1.5,0.3333333333333333,1,0,Good work life balance,0.7,0.000745272491940221,0.07452724919402211,Low Risk,35.30726951456365,Low,0.07452724919402211,40-50
4972,26,0,Travel Frequently,Network Administration,25,Degree,1,Female,40138,3,1,Technician,4,Divorced,7,No,21,0,5,4,5,0,4.0,4,40138.0,inf,1.25,0,0,Supportive management,0.5,0.017921646598236387,1.7921646598236387,Low Risk,32.669205528204174,Low,1.7921646598236387,18-30
4973,52,0,Travel Rarely,Data Science,18,Graduation,5,Male,65413,1,2,Consultant,4,Single,5,Yes,74,5,5,2,1,7,0.3333333333333333,-5,32706.5,1.0,0.5,-2,0,Supportive management,0.5,0.0007260197293926008,0.07260197293926009,Low Risk,55.8951650540481,Medium,0.07260197293926009,50-60
4974,37,0,No Travel,IT Services,40,Master's,1,Male,66267,2,7,Support,2,Divorced,1,No,36,0,5,10,2,0,10.0,10,9466.714285714286,inf,0.2,0,0,Career growth is good,0.7,0.0811032313575458,8.11032313575458,Low Risk,63.19593937689787,Medium,8.11032313575458,30-40
4975,54,0,Travel Frequently,Software Development,30,Master's,1,Female,132801,3,5,Software Engineer,4,Single,9,No,13,5,5,8,2,0,1.3333333333333333,8,26560.2,1.8,0.25,5,0,I am happy with my team,0.8,0.06567195295548552,6.567195295548552,Low Risk,33.5118579933321,Low,6.567195295548552,50-60
4976,59,1,Travel Frequently,IT Services,42,Graduation,3,Male,68851,4,4,HR,2,Single,3,Yes,9,18,1,9,3,3,0.47368421052631576,6,17212.75,0.16666666666666666,0.3333333333333333,15,0,High stress workload,0.16,0.8590031885630199,85.900318856302,High Risk,53.39417391581799,Medium,85.900318856302,50-60
4977,34,0,Travel Rarely,Software Development,42,Degree,4,Male,171036,3,8,Support,1,Divorced,6,No,23,17,2,10,4,3,0.5555555555555556,7,21379.5,0.35294117647058826,0.4,14,0,Good work life balance,0.7,0.02128380595894312,2.128380595894312,Low Risk,59.19912598751076,Medium,2.128380595894312,30-40
4978,48,0,Travel Rarely,Data Science,34,Master's,3,Female,41237,3,3,Technician,1,Divorced,10,Yes,30,10,2,9,7,8,0.8181818181818182,1,13745.666666666666,1.0,0.7777777777777778,2,0,Career growth is good,0.7,0.005757474457226674,0.5757474457226675,Low Risk,58.92513190218636,Medium,0.5757474457226675,40-50
4979,25,1,Travel Frequently,Data Science,10,Graduation,2,Male,139883,4,4,HR,1,Divorced,8,No,28,17,4,10,9,2,0.5555555555555556,8,34970.75,0.47058823529411764,0.9,15,0,High stress workload,0.16,0.30273391941645067,30.273391941645066,Low Risk,52.40118681323148,Medium,30.273391941645066,18-30
4980,32,0,Travel Rarely,Network Administration,22,Degree,3,Male,103964,5,8,IT,3,Married,6,No,56,13,5,1,9,3,0.07142857142857142,-2,12995.5,0.46153846153846156,9.0,10,0,Supportive management,0.5,0.14145701484982715,14.145701484982714,Low Risk,20.143359085585182,Low,14.145701484982714,30-40
4981,48,0,Travel Rarely,IT Services,50,Graduation,4,Female,191353,4,8,Developer,4,Single,8,No,82,9,2,1,9,3,0.1,-2,23919.125,0.8888888888888888,9.0,6,0,Good work life balance,0.7,0.39323314003153365,39.323314003153364,Low Risk,27.527643647615303,Low,39.323314003153364,40-50
4982,47,0,Travel Rarely,Network Administration,4,Graduation,1,Female,92303,5,1,Manager,3,Single,9,No,58,5,2,3,5,0,0.5,3,92303.0,1.8,1.6666666666666667,5,0,Career growth is good,0.7,0.06996796695223041,6.996796695223042,Low Risk,18.881787652098183,Low,6.996796695223042,40-50
4983,63,0,Travel Rarely,Software Development,3,Graduation,4,Male,135194,1,4,Help Desk,5,Married,2,No,1,11,4,5,8,8,0.4166666666666667,-3,33798.5,0.18181818181818182,1.6,3,0,Career growth is good,0.7,0.000815591124629552,0.08155911246295519,Low Risk,47.07321631396405,Medium,0.08155911246295519,
4984,37,0,Travel Frequently,Data Science,49,Degree,3,Female,148188,1,7,Business Analyst,4,Single,7,No,24,6,5,2,1,0,0.2857142857142857,2,21169.714285714286,1.1666666666666667,0.5,6,0,Good work life balance,0.7,0.1988721787550944,19.88721787550944,Low Risk,59.39186197803108,Medium,19.88721787550944,30-40
4985,56,0,Travel Rarely,Data Science,49,Graduation,5,Female,42617,1,6,HR,5,Divorced,1,No,21,3,3,10,10,2,2.5,8,7102.833333333333,0.3333333333333333,1.0,1,0,I am happy with my team,0.8,0.011540668468273757,1.1540668468273756,Low Risk,47.26248238473424,Medium,1.1540668468273756,50-60
4986,29,0,Travel Rarely,Cyber Security,28,Graduation,2,Male,38650,4,5,Developer,1,Divorced,8,Yes,0,0,1,6,0,3,6.0,3,7730.0,inf,0.0,-3,0,Supportive management,0.5,0.047901980442794964,4.790198044279497,Low Risk,47.90415259604932,Medium,4.790198044279497,18-30
4987,34,0,Travel Rarely,Cyber Security,22,Graduation,4,Male,121784,5,1,Software Engineer,3,Married,2,No,7,12,5,1,1,6,0.07692307692307693,-5,121784.0,0.16666666666666666,1.0,6,0,Supportive management,0.5,0.0006355219789598732,0.06355219789598732,Low Risk,17.658273917275764,Low,0.06355219789598732,30-40
4988,59,0,No Travel,Network Administration,12,Master's,3,Male,143676,2,7,HR,3,Single,3,Yes,40,19,4,8,10,8,0.4,0,20525.14285714286,0.15789473684210525,1.25,11,0,I am happy with my team,0.8,0.011991424481832767,1.1991424481832766,Low Risk,53.152789843797045,Medium,1.1991424481832766,50-60
4989,47,1,No Travel,IT Services,49,Degree,1,Female,169448,3,2,Business Analyst,2,Single,8,Yes,65,11,1,9,7,5,0.75,4,84724.0,0.7272727272727273,0.7777777777777778,6,0,Salary is low,0.0,0.9836072052225043,98.36072052225043,High Risk,67.3577742098089,Medium,98.36072052225043,40-50
4990,46,1,Travel Rarely,Software Development,13,Below College,3,Male,108825,4,5,Director,1,Married,7,Yes,99,20,1,1,6,7,0.047619047619047616,-6,21765.0,0.35,6.0,13,0,High stress workload,0.16,0.8897016304513885,88.97016304513885,High Risk,62.75944053737744,Medium,88.97016304513885,40-50
4991,36,1,Travel Rarely,Network Administration,41,PhD,1,Female,161384,1,6,Director,2,Divorced,0,No,8,14,2,0,0,7,0.0,-7,26897.333333333332,0.0,0.0,7,0,High stress workload,0.16,0.9415583120724897,94.15583120724898,High Risk,90.14514668363218,High,94.15583120724898,30-40
4992,63,0,Travel Rarely,Data Science,33,Master's,5,Female,61908,2,1,Help Desk,1,Divorced,2,No,52,16,2,0,3,0,0.0,0,61908.0,0.125,inf,16,0,I am happy with my team,0.8,0.011492940046380972,1.1492940046380973,Low Risk,70.79105188317143,High,1.1492940046380973,
4993,28,0,Travel Rarely,Data Science,47,Degree,2,Female,32990,5,7,QA Analyst,2,Single,5,No,27,12,3,1,1,7,0.07692307692307693,-6,4712.857142857143,0.4166666666666667,1.0,5,0,Good work life balance,0.7,0.025322017659624888,2.5322017659624887,Low Risk,26.91744737046397,Low,2.5322017659624887,18-30
4994,51,0,Travel Frequently,Data Science,19,Degree,4,Female,132922,5,6,Business Analyst,3,Divorced,5,No,6,13,1,2,9,5,0.14285714285714285,-3,22153.666666666668,0.38461538461538464,4.5,8,0,Career growth is good,0.7,0.05145013463433518,5.145013463433519,Low Risk,18.55500237590003,Low,5.145013463433519,50-60
4995,24,0,Travel Rarely,Software Development,41,Graduation,3,Male,183093,5,7,Technician,3,Single,6,No,62,13,4,8,4,3,0.5714285714285714,5,26156.14285714286,0.46153846153846156,0.5,10,0,I am happy with my team,0.8,0.001536759969530665,0.1536759969530665,Low Risk,17.674178117109363,Low,0.1536759969530665,18-30
4996,61,0,Travel Rarely,Network Administration,17,PhD,3,Male,179276,4,6,Software Engineer,2,Divorced,1,No,77,3,2,5,3,2,1.25,3,29879.333333333332,0.3333333333333333,0.6,1,0,Career growth is good,0.7,0.021127579252664685,2.1127579252664686,Low Risk,38.608133751517606,Low,2.1127579252664686,
4997,51,0,Travel Rarely,Software Development,47,Below College,4,Female,160543,3,1,QA Analyst,2,Divorced,0,No,81,9,3,7,0,4,0.7,3,160543.0,0.0,0.0,5,0,Supportive management,0.5,0.07358623399739486,7.3586233997394865,Low Risk,51.29858059995402,Medium,7.3586233997394865,50-60
4998,37,1,No Travel,Data Science,34,Degree,1,Female,167028,3,5,Help Desk,4,Single,7,No,31,9,4,1,10,5,0.1,-4,33405.6,0.7777777777777778,10.0,4,0,Poor management support,-0.4,0.9956661084397778,99.56661084397777,High Risk,49.923519560701955,Medium,99.56661084397777,30-40
4999,55,0,No Travel,Cyber Security,4,Degree,2,Female,98949,2,8,Director,3,Single,8,No,0,14,2,1,0,8,0.06666666666666667,-7,12368.625,0.5714285714285714,0.0,6,0,Good work life balance,0.7,0.1634097081205714,16.34097081205714,Low Risk,55.82487720212773,Medium,16.34097081205714,50-60
5000,41,0,Travel Frequently,Network Administration,39,PhD,5,Female,56611,1,4,Help Desk,5,Divorced,7,No,22,6,3,1,7,0,0.14285714285714285,1,14152.75,1.1666666666666667,7.0,6,0,Supportive management,0.5,0.24915105535481635,24.915105535481636,Low Risk,51.45560685920264,Medium,24.915105535481636,40-50
5001,27,0,Travel Rarely,Cyber Security,8,Graduation,4,Female,35278,1,7,Support,5,Single,9,Yes,10,16,5,1,4,3,0.058823529411764705,-2,5039.714285714285,0.5625,4.0,13,0,Supportive management,0.5,0.04661199315013746,4.6611993150137465,Low Risk,47.8813881144142,Medium,4.6611993150137465,18-30
5002,49,1,Travel Rarely,Network Administration,33,Degree,2,Male,150562,1,4,Technician,1,Divorced,0,Yes,95,14,1,5,0,8,0.3333333333333333,-3,37640.5,0.0,0.0,6,0,High stress workload,0.16,0.863951271905378,86.3951271905378,High Risk,97.59914009244785,High,86.3951271905378,40-50
5003,32,0,No Travel,Data Science,1,Master's,3,Male,41409,1,2,Consultant,4,Single,10,Yes,54,3,3,10,1,4,2.5,6,20704.5,3.3333333333333335,0.1,-1,0,Good work life balance,0.7,0.0011236980575440023,0.11236980575440024,Low Risk,55.902182906897835,Medium,0.11236980575440024,30-40
5004,54,0,Travel Rarely,Cyber Security,5,Below College,2,Female,149493,2,7,Support,2,Married,1,Yes,23,15,2,8,3,1,0.5,7,21356.14285714286,0.06666666666666667,0.375,14,0,I am happy with my team,0.8,0.10108852514702205,10.108852514702205,Low Risk,63.54862103200627,Medium,10.108852514702205,50-60
5005,37,0,Travel Frequently,Cyber Security,32,Below College,5,Male,115192,2,6,Technician,5,Single,8,Yes,56,4,1,10,8,6,2.0,4,19198.666666666668,2.0,0.8,-2,0,Good work life balance,0.7,0.013643907479859666,1.3643907479859667,Low Risk,35.5348924849387,Low,1.3643907479859667,30-40
5006,20,0,Travel Rarely,Network Administration,40,Graduation,2,Female,38221,5,1,Help Desk,1,Divorced,3,No,68,9,3,10,1,6,1.0,4,38221.0,0.3333333333333333,0.1,3,0,I am happy with my team,0.8,0.00015293617696872329,0.015293617696872328,Low Risk,35.29681652077004,Low,0.015293617696872328,18-30
5007,54,0,Travel Rarely,Cyber Security,1,Graduation,3,Male,82958,4,4,Director,3,Divorced,6,No,98,18,4,5,8,2,0.2631578947368421,3,20739.5,0.3333333333333333,1.6,16,0,Good work life balance,0.7,0.0023306860200097593,0.23306860200097593,Low Risk,29.452894459176644,Low,0.23306860200097593,50-60
5008,57,0,Travel Rarely,Cyber Security,35,Below College,5,Male,90578,3,1,Consultant,3,Divorced,10,No,61,17,3,9,2,6,0.5,3,90578.0,0.5882352941176471,0.2222222222222222,11,0,I am happy with my team,0.8,0.0008424896042024943,0.08424896042024943,Low Risk,41.19133805183887,Medium,0.08424896042024943,50-60
5009,25,0,No Travel,Data Science,22,Degree,5,Female,65561,2,4,Support,5,Married,7,Yes,84,7,4,7,5,3,0.875,4,16390.25,1.0,0.7142857142857143,4,0,I am happy with my team,0.8,0.00039593711101060215,0.03959371110106021,Low Risk,35.30110477254725,Low,0.03959371110106021,18-30
5010,57,0,Travel Rarely,Network Administration,29,Master's,5,Male,168127,3,5,Software Engineer,1,Divorced,4,Yes,83,18,4,3,7,8,0.15789473684210525,-5,33625.4,0.2222222222222222,2.3333333333333335,10,0,I am happy with my team,0.8,0.0013038041114771116,0.13038041114771115,Low Risk,58.846537719614304,Medium,0.13038041114771115,50-60
5011,61,0,Travel Frequently,Network Administration,17,PhD,3,Male,92688,5,8,Support,3,Single,8,No,93,9,3,10,9,6,1.0,4,11586.0,0.8888888888888888,0.9,3,0,Good work life balance,0.7,0.04689027274639884,4.6890272746398844,Low Risk,18.474534224936452,Low,4.6890272746398844,
5012,40,1,No Travel,IT Services,30,Degree,1,Female,129806,5,6,HR,1,Single,5,No,85,7,4,7,3,8,0.875,-1,21634.333333333332,0.7142857142857143,0.42857142857142855,-1,0,Poor management support,-0.4,0.8324681777408048,83.24681777408048,High Risk,49.98473254836714,Medium,83.24681777408048,30-40
5013,57,1,No Travel,Network Administration,35,Graduation,3,Male,87085,2,5,QA Analyst,3,Divorced,6,No,73,6,3,9,5,5,1.2857142857142858,4,17417.0,1.0,0.5555555555555556,1,0,Salary is low,0.0,0.7815334718669054,78.15334718669054,High Risk,66.73294362118068,Medium,78.15334718669054,50-60
5014,28,0,Travel Rarely,Data Science,1,Master's,1,Female,38992,1,4,Consultant,3,Single,0,No,69,8,3,4,1,7,0.4444444444444444,-3,9748.0,0.0,0.25,1,0,I am happy with my team,0.8,0.00424127278306677,0.424127278306677,Low Risk,64.78072834323059,Medium,0.424127278306677,18-30
5015,63,0,Travel Rarely,Cyber Security,4,Master's,1,Female,184105,4,5,IT,3,Divorced,5,No,76,6,5,10,10,7,1.4285714285714286,3,36821.0,0.8333333333333334,1.0,-1,0,Supportive management,0.5,0.007809545215118897,0.7809545215118897,Low Risk,29.549580209678567,Low,0.7809545215118897,
5016,25,0,No Travel,IT Services,9,Degree,3,Female,178209,3,6,Consultant,2,Married,9,No,57,3,5,8,10,3,2.0,5,29701.5,3.0,1.25,0,0,Career growth is good,0.7,0.0034219087258802725,0.3421908725880273,Low Risk,50.06038662457436,Medium,0.3421908725880273,18-30
5017,46,1,Travel Rarely,Cyber Security,45,Graduation,2,Male,133667,3,8,Business Analyst,2,Divorced,3,Yes,99,12,5,6,5,5,0.46153846153846156,1,16708.375,0.25,0.8333333333333334,7,0,Poor management support,-0.4,0.9806055602707662,98.06055602707661,High Risk,67.30480400477822,Medium,98.06055602707661,40-50
5018,47,1,Travel Rarely,Network Administration,32,PhD,3,Female,148563,5,1,Developer,1,Married,9,Yes,11,20,1,8,7,8,0.38095238095238093,0,148563.0,0.45,0.875,12,0,Poor management support,-0.4,0.9453730624781402,94.53730624781403,High Risk,51.977171690790705,Medium,94.53730624781403,40-50
5019,27,0,Travel Rarely,Software Development,5,Graduation,5,Female,152487,3,6,IT,3,Divorced,4,No,70,13,2,8,6,5,0.5714285714285714,3,25414.5,0.3076923076923077,0.75,8,0,Good work life balance,0.7,0.0003872880278480863,0.038728802784808634,Low Risk,41.18330508284437,Medium,0.038728802784808634,18-30
5020,56,0,Travel Rarely,Cyber Security,14,Below College,2,Female,161843,1,5,Business Analyst,1,Married,8,No,82,11,4,0,5,4,0.0,-4,32368.6,0.7272727272727273,inf,7,0,Supportive management,0.5,0.20133297704133563,20.13329770413356,Low Risk,85.90587606543534,High,20.13329770413356,50-60
